"user","transAmount","maxMoney","minMoney","avgMoney","IP","label"
"000000000000100","5227.90208","11946.12","4034.217051","7585.548","0","0"
"000000000000100","11946.12","11946.12","4034.217051","7585.548","0","0"
"000000000000100","6408.28939","11946.12","4034.217051","7585.548","0","0"
"000000000000100","8053.71","11946.12","4034.217051","7585.548","0","0"
"000000000000100","8290.6","11946.12","4034.217051","7585.548","0","0"
"000000000000100","9338.4","11946.12","4034.217051","7585.548","0","0"
"000000000000100","5277.419102","11946.12","4034.217051","7585.548","0","0"
"000000000000100","13384","13489.659718","1529.763","7535.328","0","0"
"000000000000100","1655.3058","13489.659718","1529.763","7535.328","0","0"
"000000000000100","8009.6","13489.659718","1529.763","7535.328","0","0"
"000000000000100","13489.659718","13489.659718","1529.763","7535.328","0","0"
"000000000000100","4028.447364","13489.659718","1529.763","7535.328","0","0"
"000000000000100","1529.763","13489.659718","1529.763","7535.328","0","0"
"000000000000100","5109.642312","13489.659718","1529.763","7535.328","0","0"
"000000000000100","7933.82","13489.659718","1529.763","7535.328","0","0"
"000000000000100","4728.81462","11918.078","4728.81462","8803.395","0","0"
"000000000000100","6554.9458","11918.078","4728.81462","8803.395","0","0"
"000000000000100","9775","11918.078","4728.81462","8803.395","0","0"
"000000000000100","9071.1","11918.078","4728.81462","8803.395","0","0"
"000000000000100","10401.005","11918.078","4728.81462","8803.395","0","0"
"000000000000100","11918.078","11918.078","4728.81462","8803.395","0","0"
"000000000000100","3843.359","12539.75046","2665.167","7508.449","0","0"
"000000000000100","8597.916","12539.75046","2665.167","7508.449","0","0"
"000000000000100","10367.522","12539.75046","2665.167","7508.449","0","0"
"000000000000100","5431.8","12539.75046","2665.167","7508.449","0","0"
"000000000000100","11012.96447","12539.75046","2665.167","7508.449","0","0"
"000000000000100","12498.57383","12498.57383","1740.045961","7956.425","0","0"
"000000000000100","10760.4429","12498.57383","1740.045961","7956.425","0","0"
"000000000000100","4859.2027","12498.57383","1740.045961","7956.425","0","0"
"000000000000100","12223.3","12498.57383","1740.045961","7956.425","0","0"
"000000000000100","13704.235057","14648.96","984","7468.912","0","0"
"000000000000100","7987.97","14648.96","984","7468.912","0","0"
"000000000000100","2726.9822","14648.96","984","7468.912","0","0"
"000000000000100","14648.96","14648.96","984","7468.912","0","0"
"000000000000100","4090.5115","14648.96","984","7468.912","0","0"
"000000000000100","3365.9463","14648.96","984","7468.912","0","0"
"000000000000100","11774.12","14648.96","984","7468.912","0","0"
"000000000000100","5012.8788","12074.312628","499.39","6411.077","0","0"
"000000000000100","9897.5532","12074.312628","499.39","6411.077","0","0"
"000000000000100","12074.312628","12074.312628","499.39","6411.077","0","0"
"000000000000100","499.39","12074.312628","499.39","6411.077","0","0"
"000000000000100","2497.9143","12074.312628","499.39","6411.077","0","0"
"000000000000100","6229.59","11742.0406","2652.192","7619.258","0","0"
"000000000000100","7758.9228","11742.0406","2652.192","7619.258","0","0"
"000000000000100","2652.192","11742.0406","2652.192","7619.258","0","0"
"000000000000100","7581.88723","11742.0406","2652.192","7619.258","0","0"
"000000000000100","10066.6309","11742.0406","2652.192","7619.258","0","0"
"000000000000100","1438.0926","12520.2525","1438.0926","5534.075","0","0"
"000000000000100","4076.70482","12520.2525","1438.0926","5534.075","0","0"
"000000000000100","6179.242108","12520.2525","1438.0926","5534.075","0","0"
"000000000000100","1855.701","12520.2525","1438.0926","5534.075","0","0"
"000000000000100","2087.004","12520.2525","1438.0926","5534.075","0","0"
"000000000000100","2110.185","12520.2525","1438.0926","5534.075","0","0"
"000000000000100","10732.17","12520.2525","1438.0926","5534.075","0","0"
"000000000000100","2002.701","12520.2525","1438.0926","5534.075","0","0"
"000000000000100","12065.91555","14483.588","1642.18","8033.954","0","0"
"000000000000100","3752.4929","14483.588","1642.18","8033.954","0","0"
"000000000000100","14419.3963","14483.588","1642.18","8033.954","0","0"
"000000000000100","7663","15403.094","538.015","9021.239","0","0"
"000000000000100","7116.988","15403.094","538.015","9021.239","0","0"
"000000000000100","11116.97","15403.094","538.015","9021.239","0","0"
"000000000000100","14829.0701","15403.094","538.015","9021.239","0","0"
"000000000000100","7131.4165","15403.094","538.015","9021.239","0","0"
"000000000000100","538.015","15403.094","538.015","9021.239","0","0"
"000000000000100","4376.3243","13397.505576","738.31","7000.558","0","0"
"000000000000100","8755.5","13397.505576","738.31","7000.558","0","0"
"000000000000100","4083.74","13397.505576","738.31","7000.558","0","0"
"000000000000100","9914.27","13397.505576","738.31","7000.558","0","0"
"000000000000100","9842.771","13397.505576","738.31","7000.558","0","0"
"000000000000100","7277.42427","13397.505576","738.31","7000.558","0","0"
"000000000000100","9799.8571","13397.505576","738.31","7000.558","0","0"
"000000000000100","4767.052","13397.505576","738.31","7000.558","0","0"
"000000000000100","11581.4","12898.1608","7013.73","10343.677","0","0"
"000000000000100","7263.3","12898.1608","7013.73","10343.677","0","0"
"000000000000100","8348.91","12898.1608","7013.73","10343.677","0","0"
"000000000000100","9550.836","12898.1608","7013.73","10343.677","0","0"
"000000000000100","12106.99","12898.1608","7013.73","10343.677","0","0"
"000000000000100","12744.25","12898.1608","7013.73","10343.677","0","0"
"000000000000100","9753.043","12898.1608","7013.73","10343.677","0","0"
"000000000000100","16495.837","16495.837","4753.6643","9328.095","0","0"
"000000000000100","11113.74155","16495.837","4753.6643","9328.095","0","0"
"000000000000100","4753.6643","16495.837","4753.6643","9328.095","0","0"
"000000000000100","5469.397","16495.837","4753.6643","9328.095","0","0"
"000000000000100","10322.999246","16495.837","4753.6643","9328.095","0","0"
"000000000000100","9447.7876","16495.837","4753.6643","9328.095","0","0"
"000000000000100","11533.505","16495.837","4753.6643","9328.095","0","0"
"000000000000100","7808.1","15272.581364","3683.39","6612.632","0","0"
"000000000000100","5773.26407","15272.581364","3683.39","6612.632","0","0"
"000000000000100","3853.67663","15272.581364","3683.39","6612.632","0","0"
"000000000000100","7727.18","15272.581364","3683.39","6612.632","0","0"
"000000000000100","4225.36","15272.581364","3683.39","6612.632","0","0"
"000000000000100","2284.2529","13040.98321","2022.286","6127.724","0","0"
"000000000000100","7715.539","13040.98321","2022.286","6127.724","0","0"
"000000000000100","9026.806","13040.98321","2022.286","6127.724","0","0"
"000000000000100","2676.242","13040.98321","2022.286","6127.724","0","0"
"000000000000100","2022.286","13040.98321","2022.286","6127.724","0","0"
"000000000000100","11837.64119","17043.45524","3514.7264","9287.084","0","0"
"000000000000100","7119.87","17043.45524","3514.7264","9287.084","0","0"
"000000000000100","7746.27","17043.45524","3514.7264","9287.084","0","0"
"000000000000100","5705.67689","17043.45524","3514.7264","9287.084","0","0"
"000000000000100","17043.45524","17043.45524","3514.7264","9287.084","0","0"
"000000000000100","5465.3","17043.45524","3514.7264","9287.084","0","0"
"000000000000100","11334.393454","12347.02879","2349.24","7742.848","0","0"
"000000000000100","8412.397","12347.02879","2349.24","7742.848","0","0"
"000000000000100","10842.7","12347.02879","2349.24","7742.848","0","0"
"000000000000100","9366.379159","12347.02879","2349.24","7742.848","0","0"
"000000000000100","4111.6","12347.02879","2349.24","7742.848","0","0"
"000000000000100","5926.859593","12347.02879","2349.24","7742.848","0","0"
"000000000000100","12347.02879","12347.02879","2349.24","7742.848","0","0"
"000000000000100","2550.08","15635.62233","2550.08","8081.452","0","0"
"000000000000100","15635.62233","15635.62233","2550.08","8081.452","0","0"
"000000000000100","5927.721971","15635.62233","2550.08","8081.452","0","0"
"000000000000100","9000.28","15635.62233","2550.08","8081.452","0","0"
"000000000000100","6231.8","12970.1118","1256.053978","6960.22","0","0"
"000000000000100","5229.6191","12970.1118","1256.053978","6960.22","0","0"
"000000000000100","11778.17317","12970.1118","1256.053978","6960.22","0","0"
"000000000000100","2172.23","12970.1118","1256.053978","6960.22","0","0"
"000000000000100","6758.0412","12970.1118","1256.053978","6960.22","0","0"
"000000000000100","9771.43391","12970.1118","1256.053978","6960.22","0","0"
"000000000000100","11538.3","12970.1118","1256.053978","6960.22","0","0"
"000000000000100","10336.8","15951.29836","5675.3727","9915.972","0","0"
"000000000000100","13784.2","15951.29836","5675.3727","9915.972","0","0"
"000000000000100","6430.8981","15951.29836","5675.3727","9915.972","0","0"
"000000000000100","1663.0444","16563.924","1663.0444","7821.827","0","0"
"000000000000100","3358.7197","16563.924","1663.0444","7821.827","0","0"
"000000000000100","7581.25","16563.924","1663.0444","7821.827","0","0"
"000000000000100","3726.3","16563.924","1663.0444","7821.827","0","0"
"000000000000100","8029.7884","12965.96","1455.015556","7296.895","0","0"
"000000000000100","10871.1083","12965.96","1455.015556","7296.895","0","0"
"000000000000100","7636.78","12965.96","1455.015556","7296.895","0","0"
"000000000000100","7311.612267","12965.96","1455.015556","7296.895","0","0"
"000000000000100","1455.015556","12965.96","1455.015556","7296.895","0","0"
"000000000000100","7225.91","13524.254","1261.1292","7057.254","0","0"
"000000000000100","10536.715619","13524.254","1261.1292","7057.254","0","0"
"000000000000100","2258.45","13524.254","1261.1292","7057.254","0","0"
"000000000000100","8261.067","13524.254","1261.1292","7057.254","0","0"
"000000000000100","2092.5481","13524.254","1261.1292","7057.254","0","0"
"000000000000100","6419.974","13524.254","1261.1292","7057.254","0","0"
"000000000000100","3845.16137","13524.254","1261.1292","7057.254","0","0"
"000000000000100","7153.37481","13524.254","1261.1292","7057.254","0","0"
"000000000000100","7758.719","13524.254","1261.1292","7057.254","0","0"
"000000000000100","13524.254","13524.254","1261.1292","7057.254","0","0"
"000000000000100","11966.105","13524.254","1261.1292","7057.254","0","0"
"000000000000100","7873.04257","13524.254","1261.1292","7057.254","0","0"
"000000000000100","13506.19187","14316.723428","4738.65","9260.431","0","0"
"000000000000100","9786.19961","14316.723428","4738.65","9260.431","0","0"
"000000000000100","10013.207979","14316.723428","4738.65","9260.431","0","0"
"000000000000100","4738.65","14316.723428","4738.65","9260.431","0","0"
