"user","transAmount","maxMoney","minMoney","avgMoney","IP","label"
"676994807904480","4276.96","13832.64493","3199.795678","7845.590","0","1"
"676994807904480","13832.64493","13832.64493","3199.795678","7845.590","1","1"
"676994807904480","3199.795678","13832.64493","3199.795678","7845.590","1","1"
"676994807904480","5763.0322","13832.64493","3199.795678","7845.590","0","1"
"676994807904480","12604.319","13832.64493","3199.795678","7845.590","1","1"
"676994807904480","7396.791","13832.64493","3199.795678","7845.590","1","1"
"229862653192154","10078.36766","10078.36766","7999.3","9045.199","1","1"
"229862653192154","9057.93","10078.36766","7999.3","9045.199","1","1"
"229862653192154","7999.3","10078.36766","7999.3","9045.199","1","1"
"906292963447638","14590.6","14590.6","3274.01161","8371.121","0","1"
"906292963447638","3274.011610","14590.6","3274.01161","8371.121","0","1"
"906292963447638","7548.749861","14590.6","3274.01161","8371.121","1","1"
"906292963447638","9146.1","14590.6","3274.01161","8371.121","0","1"
"906292963447638","7296.143","14590.6","3274.01161","8371.121","0","1"
"056128755548237","6704.5","15587.7493","6704.5","9948.528","0","1"
"056128755548237","8855.774217","15587.7493","6704.5","9948.528","1","1"
"056128755548237","7114.48","15587.7493","6704.5","9948.528","1","1"
"056128755548237","11709.33817","15587.7493","6704.5","9948.528","0","1"
"056128755548237","9719.327","15587.7493","6704.5","9948.528","0","1"
"056128755548237","15587.74930","15587.7493","6704.5","9948.528","0","1"
"540356844909073","4309.68498","7143.86","4270.955","5241.500","0","1"
"540356844909073","4270.955","7143.86","4270.955","5241.500","1","1"
"540356844909073","7143.86","7143.86","4270.955","5241.500","1","1"
"843590031725491","13684.7","13684.7","619.6","6457.118","0","1"
"843590031725491","13037.783","13684.7","619.6","6457.118","1","1"
"843590031725491","2656.913","13684.7","619.6","6457.118","1","1"
"843590031725491","2813.12","13684.7","619.6","6457.118","1","1"
"843590031725491","5930.59","13684.7","619.6","6457.118","1","1"
"843590031725491","619.6","13684.7","619.6","6457.118","0","1"
"116442957447224","11356.11592","11356.11592","1000.069456","7420.085","0","1"
"116442957447224","1000.069456","11356.11592","1000.069456","7420.085","0","1"
"116442957447224","2828.5374","11356.11592","1000.069456","7420.085","1","1"
"116442957447224","7016.54844","11356.11592","1000.069456","7420.085","0","1"
